	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.903411155523255e-05	3.903411155523255e-05	0.04166546989889706	3.903411155523255e-05	0.47233298972800924	0.41898331552181606	3.903411155523255e-05	0.0004895528157552084	3.903411155523255e-05	7.62939453125e-05
bxt_gmo__nrlmf	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gmosa	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	0.00036488408627717393	3.903411155523255e-05
bxt_gmosa__nrlmf	0.04166546989889706	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	0.0056732177734375	0.00018649631076388888	3.903411155523255e-05	0.0004895528157552084	3.903411155523255e-05	0.93988037109375
bxt_gso	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gso_1k__nrlmf	0.47233298972800924	3.903411155523255e-05	3.903411155523255e-05	0.0056732177734375	3.903411155523255e-05	1.0	0.13721466064453125	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gso__nrlmf	0.41898331552181606	3.903411155523255e-05	3.903411155523255e-05	0.00018649631076388888	3.903411155523255e-05	0.13721466064453125	1.0	3.903411155523255e-05	0.003767986686862245	3.903411155523255e-05	3.903411155523255e-05
bxt_lmo	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_lmo__nrlmf	0.0004895528157552084	3.903411155523255e-05	3.903411155523255e-05	0.0004895528157552084	3.903411155523255e-05	3.903411155523255e-05	0.003767986686862245	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05
bxt_lso	3.903411155523255e-05	3.903411155523255e-05	0.00036488408627717393	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05
bxt_lso__nrlmf	7.62939453125e-05	3.903411155523255e-05	3.903411155523255e-05	0.93988037109375	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0
