	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.903411155523255e-05	3.903411155523255e-05	0.2039337158203125	3.903411155523255e-05	0.0008742014567057292	0.0023978097098214285	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	0.12581918753829657
bxt_gmo__nrlmf	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gmosa	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	0.00036488408627717393	3.903411155523255e-05
bxt_gmosa__nrlmf	0.2039337158203125	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	0.2617458127579599	0.668548583984375	3.903411155523255e-05	0.0008742014567057292	3.903411155523255e-05	0.30336733217592593
bxt_gso	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gso_1k__nrlmf	0.0008742014567057292	3.903411155523255e-05	3.903411155523255e-05	0.2617458127579599	3.903411155523255e-05	1.0	0.08130493164062501	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gso__nrlmf	0.0023978097098214285	3.903411155523255e-05	3.903411155523255e-05	0.668548583984375	3.903411155523255e-05	0.08130493164062501	1.0	3.903411155523255e-05	0.00026109483506944444	3.903411155523255e-05	0.00019073486328125
bxt_lmo	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_lmo__nrlmf	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	0.0008742014567057292	3.903411155523255e-05	3.903411155523255e-05	0.00026109483506944444	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05
bxt_lso	3.903411155523255e-05	3.903411155523255e-05	0.00036488408627717393	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05
bxt_lso__nrlmf	0.12581918753829657	3.903411155523255e-05	3.903411155523255e-05	0.30336733217592593	3.903411155523255e-05	3.903411155523255e-05	0.00019073486328125	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0
