	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.9963495163690477e-05	3.9963495163690477e-05	0.7323498995798938	3.9963495163690477e-05	0.044269561767578125	0.15824584960937502	3.9963495163690477e-05	0.00019073486328125	3.9963495163690477e-05	0.899932861328125
bxt_gmo__nrlmf	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gmosa	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	0.00026109483506944444	3.9963495163690477e-05
bxt_gmosa__nrlmf	0.7323498995798938	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	0.11738991250797194	0.20793241613051472	3.9963495163690477e-05	0.0031426612367021277	3.9963495163690477e-05	0.7573304352936922
bxt_gso	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gso_1k__nrlmf	0.044269561767578125	3.9963495163690477e-05	3.9963495163690477e-05	0.11738991250797194	3.9963495163690477e-05	1.0	0.2445397010216346	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gso__nrlmf	0.15824584960937502	3.9963495163690477e-05	3.9963495163690477e-05	0.20793241613051472	3.9963495163690477e-05	0.2445397010216346	1.0	3.9963495163690477e-05	0.00011710233466569767	3.9963495163690477e-05	0.001204117484714674
bxt_lmo	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_lmo__nrlmf	0.00019073486328125	3.9963495163690477e-05	3.9963495163690477e-05	0.0031426612367021277	3.9963495163690477e-05	3.9963495163690477e-05	0.00011710233466569767	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05
bxt_lso	3.9963495163690477e-05	3.9963495163690477e-05	0.00026109483506944444	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05
bxt_lso__nrlmf	0.899932861328125	3.9963495163690477e-05	3.9963495163690477e-05	0.7573304352936922	3.9963495163690477e-05	3.9963495163690477e-05	0.001204117484714674	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0
