	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.9963495163690477e-05	3.9963495163690477e-05	0.04166546989889706	3.9963495163690477e-05	0.5379486083984375	0.3896259811689269	3.9963495163690477e-05	0.0004999688331117022	3.9963495163690477e-05	0.00019073486328125
bxt_gmo__nrlmf	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gmosa	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	0.00025541886039402175	3.9963495163690477e-05
bxt_gmosa__nrlmf	0.04166546989889706	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	0.004692856146364796	0.00025541886039402175	7.80682231104651e-05	0.0006643931070963542	3.9963495163690477e-05	0.820892333984375
bxt_gso	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gso_1k__nrlmf	0.5379486083984375	3.9963495163690477e-05	3.9963495163690477e-05	0.004692856146364796	3.9963495163690477e-05	1.0	0.06917219895582932	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gso__nrlmf	0.3896259811689269	3.9963495163690477e-05	3.9963495163690477e-05	0.00025541886039402175	3.9963495163690477e-05	0.06917219895582932	1.0	3.9963495163690477e-05	0.0056732177734375	3.9963495163690477e-05	3.9963495163690477e-05
bxt_lmo	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	7.80682231104651e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_lmo__nrlmf	0.0004999688331117022	3.9963495163690477e-05	3.9963495163690477e-05	0.0006643931070963542	3.9963495163690477e-05	3.9963495163690477e-05	0.0056732177734375	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05
bxt_lso	3.9963495163690477e-05	3.9963495163690477e-05	0.00025541886039402175	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05
bxt_lso__nrlmf	0.00019073486328125	3.9963495163690477e-05	3.9963495163690477e-05	0.820892333984375	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0
