	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.936667049632353e-05	4.936667049632353e-05	0.390043712797619	4.936667049632353e-05	1.0	0.13524908768503288	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_gmo__nrlmf	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05
bxt_gmosa	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_gmosa__nrlmf	0.390043712797619	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	0.07530418602195946	1.0	4.936667049632353e-05	0.07530418602195946	4.936667049632353e-05	0.07530418602195946
bxt_gso	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_gso_1k__nrlmf	1.0	4.936667049632353e-05	4.936667049632353e-05	0.07530418602195946	4.936667049632353e-05	1.0	0.31433301086762166	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_gso__nrlmf	0.13524908768503288	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	0.31433301086762166	1.0	4.936667049632353e-05	0.31433301086762166	4.936667049632353e-05	0.31433301086762166
bxt_lmo	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_lmo__nrlmf	1.0	4.936667049632353e-05	4.936667049632353e-05	0.07530418602195946	4.936667049632353e-05	1.0	0.31433301086762166	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_lso	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_lso__nrlmf	1.0	4.936667049632353e-05	4.936667049632353e-05	0.07530418602195946	4.936667049632353e-05	1.0	0.31433301086762166	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
