	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	0.8692359924316406	1.0	4.936667049632353e-05	0.8692359924316406	4.936667049632353e-05	0.8692359924316406
bxt_gmo__nrlmf	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05
bxt_gmosa	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_gmosa__nrlmf	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_gso	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_gso_1k__nrlmf	0.8692359924316406	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	0.057430782833614864	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_gso__nrlmf	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	0.057430782833614864	1.0	4.936667049632353e-05	0.057430782833614864	4.936667049632353e-05	0.057430782833614864
bxt_lmo	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_lmo__nrlmf	0.8692359924316406	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	0.057430782833614864	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_lso	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_lso__nrlmf	0.8692359924316406	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	0.057430782833614864	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
