	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.936667049632353e-05	4.936667049632353e-05	0.6220971084222561	4.936667049632353e-05	0.479034423828125	0.9026638297147529	4.936667049632353e-05	0.479034423828125	4.936667049632353e-05	0.479034423828125
bxt_gmo__nrlmf	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05	4.936667049632353e-05
bxt_gmosa	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_gmosa__nrlmf	0.6220971084222561	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	0.7812463669549851	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_gso	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_gso_1k__nrlmf	0.479034423828125	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	0.10987152924408784	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_gso__nrlmf	0.9026638297147529	4.936667049632353e-05	4.936667049632353e-05	0.7812463669549851	4.936667049632353e-05	0.10987152924408784	1.0	4.936667049632353e-05	0.10987152924408784	4.936667049632353e-05	0.10987152924408784
bxt_lmo	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_lmo__nrlmf	0.479034423828125	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	0.10987152924408784	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
bxt_lso	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	4.936667049632353e-05
bxt_lso__nrlmf	0.479034423828125	4.936667049632353e-05	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0	0.10987152924408784	4.936667049632353e-05	1.0	4.936667049632353e-05	1.0
