	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.903411155523255e-05	3.903411155523255e-05	0.002447764078776042	3.903411155523255e-05	0.003692626953125	0.011620154747596154	3.903411155523255e-05	0.231201171875	3.903411155523255e-05	3.903411155523255e-05
bxt_gmo__nrlmf	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gmosa	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	7.297681725543478e-05	3.903411155523255e-05
bxt_gmosa__nrlmf	0.002447764078776042	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	0.003014389349489796	3.903411155523255e-05	7.297681725543478e-05	7.297681725543478e-05	3.903411155523255e-05	0.09697104400058962
bxt_gso	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gso_1k__nrlmf	0.003692626953125	3.903411155523255e-05	3.903411155523255e-05	0.003014389349489796	3.903411155523255e-05	1.0	0.11882923267505788	3.903411155523255e-05	0.00010713617852393618	3.903411155523255e-05	3.903411155523255e-05
bxt_gso__nrlmf	0.011620154747596154	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	0.11882923267505788	1.0	3.903411155523255e-05	0.006779689414828431	3.903411155523255e-05	3.903411155523255e-05
bxt_lmo	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	7.297681725543478e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_lmo__nrlmf	0.231201171875	3.903411155523255e-05	3.903411155523255e-05	7.297681725543478e-05	3.903411155523255e-05	0.00010713617852393618	0.006779689414828431	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05
bxt_lso	3.903411155523255e-05	3.903411155523255e-05	7.297681725543478e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05
bxt_lso__nrlmf	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	0.09697104400058962	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0
