	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.9963495163690477e-05	3.9963495163690477e-05	0.7187878644024884	3.9963495163690477e-05	0.212091064453125	0.3212124693627451	3.9963495163690477e-05	0.00026702880859375	3.9963495163690477e-05	0.781951904296875
bxt_gmo__nrlmf	3.9963495163690477e-05	1.0	3.9963495163690477e-05	7.80682231104651e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gmosa	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	0.00037299262152777775	3.9963495163690477e-05
bxt_gmosa__nrlmf	0.7187878644024884	7.80682231104651e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	0.020910898844401043	0.024012351522640307	3.9963495163690477e-05	0.0006785291306515958	3.9963495163690477e-05	0.6560271640993515
bxt_gso	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gso_1k__nrlmf	0.212091064453125	3.9963495163690477e-05	3.9963495163690477e-05	0.020910898844401043	3.9963495163690477e-05	1.0	0.6310066810021033	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_gso__nrlmf	0.3212124693627451	3.9963495163690477e-05	3.9963495163690477e-05	0.024012351522640307	3.9963495163690477e-05	0.6310066810021033	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	0.0006785291306515958
bxt_lmo	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05
bxt_lmo__nrlmf	0.00026702880859375	3.9963495163690477e-05	3.9963495163690477e-05	0.0006785291306515958	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05	3.9963495163690477e-05
bxt_lso	3.9963495163690477e-05	3.9963495163690477e-05	0.00037299262152777775	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0	3.9963495163690477e-05
bxt_lso__nrlmf	0.781951904296875	3.9963495163690477e-05	3.9963495163690477e-05	0.6560271640993515	3.9963495163690477e-05	3.9963495163690477e-05	0.0006785291306515958	3.9963495163690477e-05	3.9963495163690477e-05	3.9963495163690477e-05	1.0
