	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.903411155523255e-05	3.903411155523255e-05	7.142411901595745e-05	3.903411155523255e-05	0.0018463134765625	0.006649310772235577	3.903411155523255e-05	0.528167724609375	3.903411155523255e-05	3.903411155523255e-05
bxt_gmo__nrlmf	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gmosa	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	7.142411901595745e-05	3.903411155523255e-05
bxt_gmosa__nrlmf	7.142411901595745e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	0.0006508340640943878	3.903411155523255e-05	7.142411901595745e-05	7.142411901595745e-05	3.903411155523255e-05	0.11882923267505788
bxt_gso	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_gso_1k__nrlmf	0.0018463134765625	3.903411155523255e-05	3.903411155523255e-05	0.0006508340640943878	3.903411155523255e-05	1.0	0.06786706312647406	3.903411155523255e-05	0.0001049041748046875	3.903411155523255e-05	3.903411155523255e-05
bxt_gso__nrlmf	0.006649310772235577	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	0.06786706312647406	1.0	3.903411155523255e-05	0.006649310772235577	3.903411155523255e-05	3.903411155523255e-05
bxt_lmo	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	7.142411901595745e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05
bxt_lmo__nrlmf	0.528167724609375	3.903411155523255e-05	3.903411155523255e-05	7.142411901595745e-05	3.903411155523255e-05	0.0001049041748046875	0.006649310772235577	3.903411155523255e-05	1.0	3.903411155523255e-05	3.903411155523255e-05
bxt_lso	3.903411155523255e-05	3.903411155523255e-05	7.142411901595745e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0	3.903411155523255e-05
bxt_lso__nrlmf	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	0.11882923267505788	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	3.903411155523255e-05	1.0
