	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.009765625	0.009765625	0.49483621165251296	0.009765625	0.640625	0.009765625	0.01850328947368421	0.009765625	0.02704326923076923
bxt_gmo__nrlmf	0.009765625	1.0	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625
bxt_gmosa	0.009765625	0.009765625	1.0	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625	0.20439680232558138	0.009765625
bxt_gmosa__nrlmf	0.49483621165251296	0.009765625	0.009765625	1.0	0.009765625	0.02799449452571103	0.009765625	0.009765625	0.009765625	0.1171875
bxt_gso	0.009765625	0.009765625	0.009765625	0.009765625	1.0	0.009765625	0.009765625	0.009765625	0.01850328947368421	0.009765625
bxt_gso__nrlmf	0.640625	0.009765625	0.009765625	0.02799449452571103	0.009765625	1.0	0.009765625	0.009765625	0.009765625	0.1171875
bxt_lmo	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625	1.0	0.009765625	0.009765625	0.009765625
bxt_lmo__nrlmf	0.01850328947368421	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625	0.009765625	1.0	0.009765625	0.009765625
bxt_lso	0.009765625	0.009765625	0.20439680232558138	0.009765625	0.01850328947368421	0.009765625	0.009765625	0.009765625	1.0	0.009765625
bxt_lso__nrlmf	0.02704326923076923	0.009765625	0.009765625	0.1171875	0.009765625	0.1171875	0.009765625	0.009765625	0.009765625	1.0
