	brf_gmo__nrlmf_y_reconstruction	brf_gmo__regressor_to_classifier	brf_gmosa__regressor_to_classifier	brf_gso__nrlmf_y_reconstruction	brf_gso__regressor_to_classifier	brf_lmo__nrlmf_y_reconstruction	brf_lmo__regressor_to_classifier	brf_lso__regressor_to_classifier	brf_sgso__regressor_to_classifier	brf_sgso_us__regressor_to_classifier	bxt_gmo__regressor_to_classifier	bxt_gmosa__regressor_to_classifier	bxt_gso__nrlmf_y_reconstruction	bxt_gso__regressor_to_classifier	bxt_lmo__nrlmf_y_reconstruction	bxt_lmo__regressor_to_classifier	bxt_lso__nrlmf_y_reconstruction	bxt_lso__regressor_to_classifier	bxt_sgso__regressor_to_classifier	bxt_sgso_us__regressor_to_classifier	nrlmf__
brf_gmo__nrlmf_y_reconstruction	1.0	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.7529438405797101	0.009375
brf_gmo__regressor_to_classifier	0.009375	1.0	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.025768979057591623	0.009375	0.10003747479783649	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375
brf_gmosa__regressor_to_classifier	0.009375	0.009375	1.0	0.009375	0.009375	0.009375	0.009375	0.01979261734638531	0.009375	0.009375	0.009375	0.009375	0.009375	0.025768979057591623	0.009375	0.009375	0.009375	0.018128453038674032	0.025768979057591623	0.009375	0.26119402985074625
brf_gso__nrlmf_y_reconstruction	0.009375	0.009375	0.009375	1.0	0.009375	0.20714962121212122	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.025768979057591623	0.009375
brf_gso__regressor_to_classifier	0.009375	0.009375	0.009375	0.009375	1.0	0.009375	0.009375	0.009375	0.009375	0.009375	0.04250323834196892	0.009375	0.025768979057591623	0.009375	0.009375	0.009375	0.6530643203883495	0.009375	0.009375	0.009375	0.018128453038674032
brf_lmo__nrlmf_y_reconstruction	0.009375	0.009375	0.009375	0.20714962121212122	0.009375	1.0	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375
brf_lmo__regressor_to_classifier	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	1.0	0.025768979057591623	0.025768979057591623	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.018128453038674032	0.009375	0.009375	0.009375	0.018128453038674032
brf_lso__regressor_to_classifier	0.009375	0.009375	0.01979261734638531	0.009375	0.009375	0.009375	0.025768979057591623	1.0	0.20714962121212122	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.025768979057591623
brf_sgso__regressor_to_classifier	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.025768979057591623	0.20714962121212122	1.0	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.04250323834196892
brf_sgso_us__regressor_to_classifier	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	1.0	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375
