dataset	estimator	LL_average_precision	LL_average_precision_rank	LL_average_precision_victories	LL_balanced_accuracy	LL_balanced_accuracy_rank	LL_balanced_accuracy_victories	LL_f1_macro	LL_f1_macro_rank	LL_f1_macro_victories	LL_f1_micro	LL_f1_micro_rank	LL_f1_micro_victories	LL_f1_weighted	LL_f1_weighted_rank	LL_f1_weighted_victories	LL_matthews_corrcoef	LL_matthews_corrcoef_rank	LL_matthews_corrcoef_victories	LL_precision_macro	LL_precision_macro_rank	LL_precision_macro_victories	LL_precision_micro	LL_precision_micro_rank	LL_precision_micro_victories	LL_precision_weighted	LL_precision_weighted_rank	LL_precision_weighted_victories	LL_recall_macro	LL_recall_macro_rank	LL_recall_macro_victories	LL_recall_micro	LL_recall_micro_rank	LL_recall_micro_victories	LL_recall_weighted	LL_recall_weighted_rank	LL_recall_weighted_victories	LL_roc_auc	LL_roc_auc_rank	LL_roc_auc_victories	LT+TL_average_precision	LT+TL_average_precision_rank	LT+TL_average_precision_victories	LT+TL_balanced_accuracy	LT+TL_balanced_accuracy_rank	LT+TL_balanced_accuracy_victories	LT+TL_f1_macro	LT+TL_f1_macro_rank	LT+TL_f1_macro_victories	LT+TL_f1_micro	LT+TL_f1_micro_rank	LT+TL_f1_micro_victories	LT+TL_f1_weighted	LT+TL_f1_weighted_rank	LT+TL_f1_weighted_victories	LT+TL_matthews_corrcoef	LT+TL_matthews_corrcoef_rank	LT+TL_matthews_corrcoef_victories	LT+TL_precision_macro	LT+TL_precision_macro_rank	LT+TL_precision_macro_victories	LT+TL_precision_micro	LT+TL_precision_micro_rank	LT+TL_precision_micro_victories	LT+TL_precision_weighted	LT+TL_precision_weighted_rank	LT+TL_precision_weighted_victories	LT+TL_recall_macro	LT+TL_recall_macro_rank	LT+TL_recall_macro_victories	LT+TL_recall_micro	LT+TL_recall_micro_rank	LT+TL_recall_micro_victories	LT+TL_recall_weighted	LT+TL_recall_weighted_rank	LT+TL_recall_weighted_victories	LT+TL_roc_auc	LT+TL_roc_auc_rank	LT+TL_roc_auc_victories	LT_average_precision	LT_average_precision_rank	LT_average_precision_victories	LT_balanced_accuracy	LT_balanced_accuracy_rank	LT_balanced_accuracy_victories	LT_f1_macro	LT_f1_macro_rank	LT_f1_macro_victories	LT_f1_micro	LT_f1_micro_rank	LT_f1_micro_victories	LT_f1_weighted	LT_f1_weighted_rank	LT_f1_weighted_victories	LT_matthews_corrcoef	LT_matthews_corrcoef_rank	LT_matthews_corrcoef_victories	LT_precision_macro	LT_precision_macro_rank	LT_precision_macro_victories	LT_precision_micro	LT_precision_micro_rank	LT_precision_micro_victories	LT_precision_weighted	LT_precision_weighted_rank	LT_precision_weighted_victories	LT_recall_macro	LT_recall_macro_rank	LT_recall_macro_victories	LT_recall_micro	LT_recall_micro_rank	LT_recall_micro_victories	LT_recall_weighted	LT_recall_weighted_rank	LT_recall_weighted_victories	LT_roc_auc	LT_roc_auc_rank	LT_roc_auc_victories	TL_average_precision	TL_average_precision_rank	TL_average_precision_victories	TL_balanced_accuracy	TL_balanced_accuracy_rank	TL_balanced_accuracy_victories	TL_f1_macro	TL_f1_macro_rank	TL_f1_macro_victories	TL_f1_micro	TL_f1_micro_rank	TL_f1_micro_victories	TL_f1_weighted	TL_f1_weighted_rank	TL_f1_weighted_victories	TL_matthews_corrcoef	TL_matthews_corrcoef_rank	TL_matthews_corrcoef_victories	TL_precision_macro	TL_precision_macro_rank	TL_precision_macro_victories	TL_precision_micro	TL_precision_micro_rank	TL_precision_micro_victories	TL_precision_weighted	TL_precision_weighted_rank	TL_precision_weighted_victories	TL_recall_macro	TL_recall_macro_rank	TL_recall_macro_victories	TL_recall_micro	TL_recall_micro_rank	TL_recall_micro_victories	TL_recall_weighted	TL_recall_weighted_rank	TL_recall_weighted_victories	TL_roc_auc	TL_roc_auc_rank	TL_roc_auc_victories	TT_average_precision	TT_average_precision_rank	TT_average_precision_victories	TT_balanced_accuracy	TT_balanced_accuracy_rank	TT_balanced_accuracy_victories	TT_f1_macro	TT_f1_macro_rank	TT_f1_macro_victories	TT_f1_micro	TT_f1_micro_rank	TT_f1_micro_victories	TT_f1_weighted	TT_f1_weighted_rank	TT_f1_weighted_victories	TT_matthews_corrcoef	TT_matthews_corrcoef_rank	TT_matthews_corrcoef_victories	TT_precision_macro	TT_precision_macro_rank	TT_precision_macro_victories	TT_precision_micro	TT_precision_micro_rank	TT_precision_micro_victories	TT_precision_weighted	TT_precision_weighted_rank	TT_precision_weighted_victories	TT_recall_macro	TT_recall_macro_rank	TT_recall_macro_victories	TT_recall_micro	TT_recall_micro_rank	TT_recall_micro_victories	TT_recall_weighted	TT_recall_weighted_rank	TT_recall_weighted_victories	TT_roc_auc	TT_roc_auc_rank	TT_roc_auc_victories	fit_score_time	fit_score_time_rank	fit_score_time_victories	fit_time	fit_time_rank	fit_time_victories	score_time	score_time_rank	score_time_victories
all_datasets	bxt_gmo	0.11 (0.0)	0.11 (0.0)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.3 (0.11)	0.31 (0.21)	0.0 (0.0)	0.11 (0.0)	0.11 (0.0)	0.0 (0.0)	0.27 (0.18)	0.21 (0.15)	0.0 (0.0)	0.66 (0.12)	0.72 (0.24)	0.12 (0.35)	0.31 (0.12)	0.32 (0.16)	0.0 (0.0)	0.31 (0.12)	0.32 (0.16)	0.0 (0.0)	0.31 (0.12)	0.32 (0.16)	0.0 (0.0)	0.34 (0.12)	0.35 (0.16)	0.0 (0.0)	0.32 (0.12)	0.35 (0.16)	0.0 (0.0)	0.31 (0.12)	0.32 (0.16)	0.0 (0.0)	0.57 (0.19)	0.53 (0.32)	0.12 (0.35)	0.66 (0.12)	0.72 (0.24)	0.12 (0.35)	0.31 (0.12)	0.32 (0.16)	0.0 (0.0)	0.31 (0.12)	0.32 (0.16)	0.0 (0.0)	0.8 (0.16)	0.78 (0.19)	0.38 (0.52)	0.51 (0.21)	0.47 (0.36)	0.12 (0.35)	0.79 (0.18)	0.91 (0.2)	0.75 (0.46)	0.34 (0.13)	0.35 (0.16)	0.0 (0.0)	0.33 (0.13)	0.32 (0.16)	0.0 (0.0)	0.33 (0.13)	0.32 (0.16)	0.0 (0.0)	0.51 (0.19)	0.53 (0.25)	0.0 (0.0)	0.41 (0.15)	0.4 (0.17)	0.0 (0.0)	0.33 (0.13)	0.32 (0.16)	0.0 (0.0)	0.71 (0.25)	0.79 (0.33)	0.5 (0.53)	0.79 (0.18)	0.91 (0.2)	0.75 (0.46)	0.33 (0.13)	0.32 (0.16)	0.0 (0.0)	0.33 (0.13)	0.32 (0.16)	0.0 (0.0)	0.79 (0.19)	0.84 (0.18)	0.38 (0.52)	0.27 (0.22)	0.26 (0.28)	0.0 (0.0)	0.44 (0.22)	0.48 (0.29)	0.0 (0.0)	0.29 (0.12)	0.27 (0.16)	0.0 (0.0)	0.29 (0.12)	0.27 (0.16)	0.0 (0.0)	0.29 (0.12)	0.27 (0.16)	0.0 (0.0)	0.29 (0.13)	0.32 (0.17)	0.0 (0.0)	0.29 (0.12)	0.28 (0.16)	0.0 (0.0)	0.29 (0.12)	0.27 (0.16)	0.0 (0.0)	0.35 (0.2)	0.28 (0.31)	0.12 (0.35)	0.44 (0.22)	0.48 (0.29)	0.0 (0.0)	0.29 (0.12)	0.27 (0.16)	0.0 (0.0)	0.29 (0.12)	0.27 (0.16)	0.0 (0.0)	0.74 (0.14)	0.79 (0.2)	0.38 (0.52)	0.58 (0.15)	0.61 (0.25)	0.0 (0.0)	0.76 (0.15)	0.88 (0.19)	0.62 (0.52)	0.33 (0.15)	0.33 (0.17)	0.0 (0.0)	0.31 (0.13)	0.32 (0.16)	0.0 (0.0)	0.31 (0.13)	0.32 (0.16)	0.0 (0.0)	0.5 (0.24)	0.57 (0.39)	0.25 (0.46)	0.39 (0.17)	0.35 (0.18)	0.0 (0.0)	0.31 (0.13)	0.32 (0.16)	0.0 (0.0)	0.71 (0.15)	0.76 (0.22)	0.25 (0.46)	0.76 (0.15)	0.88 (0.19)	0.62 (0.52)	0.31 (0.13)	0.32 (0.16)	0.0 (0.0)	0.31 (0.13)	0.32 (0.16)	0.0 (0.0)	0.76 (0.13)	0.88 (0.17)	0.5 (0.53)	0.63 (0.17)	0.62 (0.18)	0.0 (0.0)	0.38 (0.07)	0.38 (0.08)	0.0 (0.0)	0.76 (0.14)	0.76 (0.14)	0.0 (0.0)
all_datasets	bxt_gmosa	0.63 (0.1)	0.6 (0.16)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.66 (0.08)	0.72 (0.11)	0.0 (0.0)	0.58 (0.11)	0.58 (0.2)	0.0 (0.0)	0.47 (0.11)	0.33 (0.15)	0.0 (0.0)	0.91 (0.06)	0.93 (0.06)	0.38 (0.52)	0.94 (0.04)	0.96 (0.06)	0.62 (0.52)	0.94 (0.04)	0.96 (0.06)	0.62 (0.52)	0.86 (0.07)	0.87 (0.1)	0.12 (0.35)	0.91 (0.04)	0.93 (0.06)	0.38 (0.52)	0.94 (0.04)	0.96 (0.06)	0.62 (0.52)	0.59 (0.22)	0.61 (0.31)	0.12 (0.35)	0.47 (0.11)	0.33 (0.15)	0.0 (0.0)	0.94 (0.04)	0.96 (0.06)	0.62 (0.52)	0.94 (0.04)	0.96 (0.06)	0.62 (0.52)	0.35 (0.08)	0.31 (0.1)	0.0 (0.0)	0.55 (0.21)	0.61 (0.31)	0.25 (0.46)	0.49 (0.19)	0.43 (0.3)	0.0 (0.0)	0.92 (0.07)	0.94 (0.08)	0.62 (0.52)	0.95 (0.03)	0.99 (0.04)	0.88 (0.35)	0.95 (0.04)	0.98 (0.04)	0.75 (0.46)	0.82 (0.16)	0.84 (0.24)	0.5 (0.53)	0.91 (0.07)	0.97 (0.05)	0.75 (0.46)	0.95 (0.03)	0.99 (0.04)	0.88 (0.35)	0.54 (0.2)	0.56 (0.3)	0.0 (0.0)	0.49 (0.19)	0.43 (0.3)	0.0 (0.0)	0.95 (0.03)	0.99 (0.04)	0.88 (0.35)	0.95 (0.03)	0.99 (0.04)	0.88 (0.35)	0.41 (0.15)	0.4 (0.21)	0.0 (0.0)	0.53 (0.11)	0.53 (0.18)	0.0 (0.0)	0.57 (0.2)	0.53 (0.32)	0.12 (0.35)	0.85 (0.07)	0.85 (0.12)	0.25 (0.46)	0.87 (0.07)	0.88 (0.11)	0.25 (0.46)	0.87 (0.07)	0.86 (0.12)	0.25 (0.46)	0.82 (0.07)	0.85 (0.1)	0.12 (0.35)	0.85 (0.08)	0.86 (0.12)	0.25 (0.46)	0.87 (0.07)	0.88 (0.11)	0.25 (0.46)	0.64 (0.15)	0.66 (0.24)	0.0 (0.0)	0.57 (0.2)	0.53 (0.32)	0.12 (0.35)	0.87 (0.07)	0.88 (0.11)	0.25 (0.46)	0.87 (0.07)	0.88 (0.11)	0.25 (0.46)	0.32 (0.11)	0.26 (0.08)	0.0 (0.0)	0.45 (0.14)	0.41 (0.27)	0.12 (0.35)	0.41 (0.08)	0.29 (0.14)	0.0 (0.0)	0.86 (0.04)	0.92 (0.07)	0.38 (0.52)	0.89 (0.05)	0.89 (0.06)	0.12 (0.35)	0.89 (0.05)	0.89 (0.06)	0.12 (0.35)	0.66 (0.18)	0.71 (0.3)	0.25 (0.46)	0.75 (0.15)	0.83 (0.26)	0.38 (0.52)	0.89 (0.05)	0.89 (0.06)	0.12 (0.35)	0.43 (0.13)	0.4 (0.22)	0.0 (0.0)	0.41 (0.08)	0.29 (0.14)	0.0 (0.0)	0.89 (0.05)	0.89 (0.06)	0.12 (0.35)	0.89 (0.05)	0.89 (0.06)	0.12 (0.35)	0.31 (0.15)	0.22 (0.23)	0.0 (0.0)	0.29 (0.12)	0.29 (0.13)	0.0 (0.0)	0.59 (0.09)	0.6 (0.08)	0.0 (0.0)	0.18 (0.04)	0.17 (0.06)	0.0 (0.0)
all_datasets	bxt_gso	0.63 (0.1)	0.6 (0.16)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.81 (0.03)	0.81 (0.03)	0.0 (0.0)	0.66 (0.08)	0.72 (0.11)	0.0 (0.0)	0.54 (0.06)	0.51 (0.08)	0.0 (0.0)	0.63 (0.12)	0.69 (0.21)	0.12 (0.35)	0.76 (0.06)	0.74 (0.06)	0.0 (0.0)	0.73 (0.07)	0.69 (0.1)	0.0 (0.0)	0.73 (0.07)	0.72 (0.08)	0.0 (0.0)	0.79 (0.05)	0.78 (0.08)	0.0 (0.0)	0.77 (0.03)	0.74 (0.06)	0.0 (0.0)	0.73 (0.07)	0.69 (0.1)	0.0 (0.0)	0.6 (0.15)	0.58 (0.21)	0.0 (0.0)	0.63 (0.12)	0.69 (0.21)	0.12 (0.35)	0.73 (0.07)	0.69 (0.1)	0.0 (0.0)	0.73 (0.07)	0.69 (0.1)	0.0 (0.0)	0.4 (0.07)	0.38 (0.12)	0.0 (0.0)	0.56 (0.09)	0.6 (0.17)	0.0 (0.0)	0.61 (0.16)	0.66 (0.24)	0.25 (0.46)	0.75 (0.11)	0.74 (0.14)	0.12 (0.35)	0.72 (0.1)	0.7 (0.13)	0.0 (0.0)	0.72 (0.1)	0.7 (0.13)	0.0 (0.0)	0.74 (0.12)	0.78 (0.16)	0.12 (0.35)	0.73 (0.11)	0.72 (0.12)	0.0 (0.0)	0.72 (0.1)	0.7 (0.13)	0.0 (0.0)	0.54 (0.16)	0.49 (0.27)	0.12 (0.35)	0.61 (0.16)	0.66 (0.24)	0.25 (0.46)	0.72 (0.1)	0.7 (0.13)	0.0 (0.0)	0.72 (0.1)	0.7 (0.13)	0.0 (0.0)	0.49 (0.13)	0.49 (0.2)	0.0 (0.0)	0.53 (0.07)	0.55 (0.13)	0.0 (0.0)	0.63 (0.12)	0.69 (0.2)	0.12 (0.35)	0.81 (0.04)	0.81 (0.09)	0.12 (0.35)	0.79 (0.04)	0.78 (0.06)	0.0 (0.0)	0.8 (0.04)	0.81 (0.07)	0.0 (0.0)	0.8 (0.05)	0.81 (0.1)	0.12 (0.35)	0.79 (0.03)	0.81 (0.09)	0.12 (0.35)	0.79 (0.04)	0.78 (0.06)	0.0 (0.0)	0.64 (0.09)	0.64 (0.08)	0.0 (0.0)	0.63 (0.12)	0.69 (0.2)	0.12 (0.35)	0.79 (0.04)	0.78 (0.06)	0.0 (0.0)	0.79 (0.04)	0.78 (0.06)	0.0 (0.0)	0.35 (0.05)	0.26 (0.14)	0.0 (0.0)	0.4 (0.09)	0.24 (0.17)	0.0 (0.0)	0.49 (0.11)	0.43 (0.18)	0.0 (0.0)	0.73 (0.08)	0.68 (0.09)	0.0 (0.0)	0.71 (0.1)	0.69 (0.1)	0.0 (0.0)	0.72 (0.1)	0.69 (0.09)	0.0 (0.0)	0.62 (0.12)	0.56 (0.27)	0.0 (0.0)	0.65 (0.1)	0.68 (0.1)	0.0 (0.0)	0.71 (0.1)	0.69 (0.1)	0.0 (0.0)	0.46 (0.1)	0.36 (0.24)	0.0 (0.0)	0.49 (0.11)	0.43 (0.18)	0.0 (0.0)	0.71 (0.1)	0.69 (0.1)	0.0 (0.0)	0.71 (0.1)	0.69 (0.1)	0.0 (0.0)	0.37 (0.13)	0.31 (0.25)	0.0 (0.0)	0.14 (0.05)	0.14 (0.05)	0.0 (0.0)	0.41 (0.06)	0.4 (0.08)	0.0 (0.0)	0.19 (0.05)	0.19 (0.08)	0.0 (0.0)
all_datasets	bxt_gso_1k	0.63 (0.05)	0.65 (0.08)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.78 (0.0)	0.78 (0.0)	0.0 (0.0)	0.63 (0.05)	0.65 (0.08)	0.0 (0.0)	0.8 (0.09)	0.9 (0.16)	0.5 (0.58)	0.62 (0.22)	0.69 (0.33)	0.25 (0.5)	0.79 (0.01)	0.75 (0.06)	0.0 (0.0)	0.75 (0.1)	0.78 (0.16)	0.25 (0.5)	0.75 (0.1)	0.79 (0.15)	0.25 (0.5)	0.83 (0.1)	0.83 (0.11)	0.25 (0.5)	0.83 (0.08)	0.83 (0.11)	0.25 (0.5)	0.75 (0.1)	0.78 (0.16)	0.25 (0.5)	0.62 (0.18)	0.62 (0.31)	0.0 (0.0)	0.62 (0.22)	0.69 (0.33)	0.25 (0.5)	0.75 (0.1)	0.78 (0.16)	0.25 (0.5)	0.75 (0.1)	0.78 (0.16)	0.25 (0.5)	0.61 (0.12)	0.67 (0.13)	0.0 (0.0)	0.65 (0.19)	0.67 (0.43)	0.5 (0.58)	0.59 (0.19)	0.67 (0.27)	0.0 (0.0)	0.77 (0.09)	0.72 (0.14)	0.0 (0.0)	0.7 (0.12)	0.72 (0.11)	0.0 (0.0)	0.71 (0.12)	0.72 (0.11)	0.0 (0.0)	0.74 (0.15)	0.79 (0.27)	0.25 (0.5)	0.78 (0.1)	0.83 (0.14)	0.25 (0.5)	0.7 (0.12)	0.72 (0.11)	0.0 (0.0)	0.54 (0.14)	0.61 (0.26)	0.0 (0.0)	0.59 (0.19)	0.67 (0.27)	0.0 (0.0)	0.7 (0.12)	0.72 (0.11)	0.0 (0.0)	0.7 (0.12)	0.72 (0.11)	0.0 (0.0)	0.57 (0.19)	0.68 (0.29)	0.0 (0.0)	0.81 (0.07)	0.86 (0.17)	0.5 (0.58)	0.66 (0.12)	0.72 (0.11)	0.0 (0.0)	0.84 (0.08)	0.88 (0.11)	0.25 (0.5)	0.82 (0.1)	0.83 (0.14)	0.25 (0.5)	0.83 (0.09)	0.82 (0.15)	0.25 (0.5)	0.86 (0.08)	0.89 (0.09)	0.25 (0.5)	0.83 (0.08)	0.82 (0.15)	0.25 (0.5)	0.82 (0.1)	0.83 (0.14)	0.25 (0.5)	0.72 (0.08)	0.75 (0.11)	0.0 (0.0)	0.66 (0.12)	0.72 (0.11)	0.0 (0.0)	0.82 (0.1)	0.83 (0.14)	0.25 (0.5)	0.82 (0.1)	0.83 (0.14)	0.25 (0.5)	0.61 (0.04)	0.61 (0.06)	0.0 (0.0)	0.65 (0.11)	0.72 (0.21)	0.25 (0.5)	0.48 (0.18)	0.5 (0.28)	0.0 (0.0)	0.75 (0.13)	0.75 (0.19)	0.25 (0.5)	0.72 (0.12)	0.78 (0.16)	0.25 (0.5)	0.72 (0.13)	0.78 (0.16)	0.25 (0.5)	0.65 (0.21)	0.67 (0.4)	0.25 (0.5)	0.7 (0.16)	0.83 (0.14)	0.25 (0.5)	0.72 (0.12)	0.78 (0.16)	0.25 (0.5)	0.45 (0.14)	0.47 (0.32)	0.0 (0.0)	0.48 (0.18)	0.5 (0.28)	0.0 (0.0)	0.72 (0.12)	0.78 (0.16)	0.25 (0.5)	0.72 (0.12)	0.78 (0.16)	0.25 (0.5)	0.59 (0.07)	0.56 (0.13)	0.0 (0.0)	0.66 (0.09)	0.67 (0.09)	0.0 (0.0)	0.92 (0.1)	0.94 (0.11)	0.75 (0.5)	0.47 (0.04)	0.47 (0.06)	0.0 (0.0)
all_datasets	bxt_gso_1k__nrlmf	0.61 (0.15)	0.67 (0.18)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.34 (0.04)	0.33 (0.13)	0.0 (0.0)	0.53 (0.09)	0.42 (0.15)	0.0 (0.0)	0.72 (0.13)	0.89 (0.09)	0.25 (0.5)	0.55 (0.14)	0.54 (0.3)	0.0 (0.0)	0.34 (0.06)	0.32 (0.11)	0.0 (0.0)	0.32 (0.06)	0.28 (0.06)	0.0 (0.0)	0.33 (0.06)	0.28 (0.06)	0.0 (0.0)	0.34 (0.06)	0.25 (0.11)	0.0 (0.0)	0.33 (0.05)	0.28 (0.14)	0.0 (0.0)	0.32 (0.06)	0.28 (0.06)	0.0 (0.0)	0.5 (0.05)	0.53 (0.06)	0.0 (0.0)	0.55 (0.14)	0.54 (0.3)	0.0 (0.0)	0.32 (0.06)	0.28 (0.06)	0.0 (0.0)	0.32 (0.06)	0.28 (0.06)	0.0 (0.0)	0.8 (0.04)	0.97 (0.06)	0.75 (0.5)	0.78 (0.11)	0.89 (0.16)	0.5 (0.58)	0.53 (0.2)	0.56 (0.33)	0.0 (0.0)	0.36 (0.1)	0.39 (0.21)	0.0 (0.0)	0.36 (0.1)	0.36 (0.17)	0.0 (0.0)	0.36 (0.11)	0.36 (0.17)	0.0 (0.0)	0.37 (0.11)	0.33 (0.16)	0.0 (0.0)	0.35 (0.11)	0.35 (0.18)	0.0 (0.0)	0.36 (0.1)	0.36 (0.17)	0.0 (0.0)	0.59 (0.18)	0.61 (0.26)	0.0 (0.0)	0.53 (0.2)	0.56 (0.33)	0.0 (0.0)	0.36 (0.1)	0.36 (0.17)	0.0 (0.0)	0.36 (0.1)	0.36 (0.17)	0.0 (0.0)	0.8 (0.09)	0.94 (0.06)	0.5 (0.58)	0.61 (0.14)	0.61 (0.33)	0.0 (0.0)	0.44 (0.21)	0.39 (0.35)	0.0 (0.0)	0.3 (0.08)	0.25 (0.17)	0.0 (0.0)	0.31 (0.07)	0.25 (0.17)	0.0 (0.0)	0.32 (0.07)	0.25 (0.17)	0.0 (0.0)	0.32 (0.09)	0.28 (0.19)	0.0 (0.0)	0.32 (0.07)	0.28 (0.19)	0.0 (0.0)	0.31 (0.07)	0.25 (0.17)	0.0 (0.0)	0.43 (0.17)	0.39 (0.23)	0.0 (0.0)	0.44 (0.21)	0.39 (0.35)	0.0 (0.0)	0.31 (0.07)	0.25 (0.17)	0.0 (0.0)	0.31 (0.07)	0.25 (0.17)	0.0 (0.0)	0.68 (0.08)	0.74 (0.19)	0.25 (0.5)	0.6 (0.11)	0.72 (0.32)	0.5 (0.58)	0.65 (0.05)	0.83 (0.14)	0.25 (0.5)	0.37 (0.1)	0.39 (0.14)	0.0 (0.0)	0.35 (0.08)	0.39 (0.11)	0.0 (0.0)	0.36 (0.08)	0.39 (0.11)	0.0 (0.0)	0.49 (0.12)	0.5 (0.14)	0.0 (0.0)	0.42 (0.11)	0.39 (0.11)	0.0 (0.0)	0.35 (0.08)	0.39 (0.11)	0.0 (0.0)	0.63 (0.04)	0.75 (0.06)	0.0 (0.0)	0.65 (0.05)	0.83 (0.14)	0.25 (0.5)	0.35 (0.08)	0.39 (0.11)	0.0 (0.0)	0.35 (0.08)	0.39 (0.11)	0.0 (0.0)	0.63 (0.04)	0.71 (0.21)	0.25 (0.5)	0.9 (0.16)	0.9 (0.16)	0.5 (0.58)	0.97 (0.06)	0.97 (0.06)	0.75 (0.5)	0.59 (0.15)	0.58 (0.17)	0.0 (0.0)
